[2025-07-31 18:20:27] [INFO    ] discord.client: logging in using static token
[2025-07-31 18:20:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:49.077000+00:00', 'pinned': False, 'nonce': '9116847386535947274', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1400627258569523283'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-31T23:52:40.950179+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400649439047061674', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'testMouteBot', 'public_flags': 0, 'primary_guild': None, 'id': '1400626838945927210', 'global_name': None, 'display_name_styles': None, 'discriminator': '9407', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:49] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:49] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages with {"content":"squeak","components":[],"nonce":"9116847386535947274","enforce_nonce":true,"tts":false} has returned 200
[2025-07-31 18:20:49] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-07-31 18:20:49] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages has received {'type': 0, 'content': 'squeak', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-01T01:20:49.077000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1400649439047061674', 'channel_id': '501919961573228548', 'author': {'id': '1400626838945927210', 'username': 'testMouteBot', 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331', 'discriminator': '9407', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '9116847386535947274'}
[2025-07-31 18:20:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:49.807000+00:00', 'pinned': False, 'nonce': '1400649441626554368', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['501927048554610698', '501929685505146891'], 'premium_since': None, 'pending': False, 'nick': 'IskiimOwO', 'mute': False, 'joined_at': '2018-10-17T00:50:44.131000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e0d00df4d02d2b0dc40ba83413cfd58b'}, 'id': '1400649442109030571', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'eskiinova', 'public_flags': 128, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '239807960832802816', 'global_name': 'Eskii', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '9070f7fefce87c4382cb63ad210b47f8'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:49] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:49] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:50] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages with {"content":"squeak","components":[],"nonce":"955321124683782458","enforce_nonce":true,"tts":false} has returned 200
[2025-07-31 18:20:50] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages has received {'type': 0, 'content': 'squeak', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-01T01:20:49.988000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1400649442868334712', 'channel_id': '501919961573228548', 'author': {'id': '1400626838945927210', 'username': 'testMouteBot', 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331', 'discriminator': '9407', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '955321124683782458'}
[2025-07-31 18:20:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:49.988000+00:00', 'pinned': False, 'nonce': '955321124683782458', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1400627258569523283'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-31T23:52:40.950179+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400649442868334712', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'testMouteBot', 'public_flags': 0, 'primary_guild': None, 'id': '1400626838945927210', 'global_name': None, 'display_name_styles': None, 'discriminator': '9407', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:50] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:50.673000+00:00', 'pinned': False, 'nonce': '1400649445455953920', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['501927048554610698', '501929685505146891'], 'premium_since': None, 'pending': False, 'nick': 'IskiimOwO', 'mute': False, 'joined_at': '2018-10-17T00:50:44.131000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e0d00df4d02d2b0dc40ba83413cfd58b'}, 'id': '1400649445741170719', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'eskiinova', 'public_flags': 128, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '239807960832802816', 'global_name': 'Eskii', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '9070f7fefce87c4382cb63ad210b47f8'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:50] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:50] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:50.858000+00:00', 'pinned': False, 'nonce': '14389865829877435151', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1400627258569523283'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-31T23:52:40.950179+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400649446517117050', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak!', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'testMouteBot', 'public_flags': 0, 'primary_guild': None, 'id': '1400626838945927210', 'global_name': None, 'display_name_styles': None, 'discriminator': '9407', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:50] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:50] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:51] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages with {"content":"squeak!","components":[],"nonce":"14389865829877435151","enforce_nonce":true,"tts":false} has returned 200
[2025-07-31 18:20:51] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages has received {'type': 0, 'content': 'squeak!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-01T01:20:50.858000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1400649446517117050', 'channel_id': '501919961573228548', 'author': {'id': '1400626838945927210', 'username': 'testMouteBot', 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331', 'discriminator': '9407', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '14389865829877435151'}
[2025-07-31 18:20:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:51.861000+00:00', 'pinned': False, 'nonce': '1400649450132602880', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['501927048554610698', '501929685505146891'], 'premium_since': None, 'pending': False, 'nick': 'IskiimOwO', 'mute': False, 'joined_at': '2018-10-17T00:50:44.131000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e0d00df4d02d2b0dc40ba83413cfd58b'}, 'id': '1400649450724003883', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'eskiinova', 'public_flags': 128, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '239807960832802816', 'global_name': 'Eskii', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '9070f7fefce87c4382cb63ad210b47f8'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:53] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:53.336000+00:00', 'pinned': False, 'nonce': '5581467263383393287', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1400627258569523283'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-31T23:52:40.950179+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400649456910729226', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'testMouteBot', 'public_flags': 0, 'primary_guild': None, 'id': '1400626838945927210', 'global_name': None, 'display_name_styles': None, 'discriminator': '9407', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:53] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:53] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages with {"content":"squeak","components":[],"nonce":"5581467263383393287","enforce_nonce":true,"tts":false} has returned 200
[2025-07-31 18:20:53] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages has received {'type': 0, 'content': 'squeak', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-01T01:20:53.336000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1400649456910729226', 'channel_id': '501919961573228548', 'author': {'id': '1400626838945927210', 'username': 'testMouteBot', 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331', 'discriminator': '9407', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '5581467263383393287'}
[2025-07-31 18:20:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:54.874000+00:00', 'pinned': False, 'nonce': '1400649463155916800', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['501927048554610698', '501929685505146891'], 'premium_since': None, 'pending': False, 'nick': 'IskiimOwO', 'mute': False, 'joined_at': '2018-10-17T00:50:44.131000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e0d00df4d02d2b0dc40ba83413cfd58b'}, 'id': '1400649463361704077', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!sqcount', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'eskiinova', 'public_flags': 128, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '239807960832802816', 'global_name': 'Eskii', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '9070f7fefce87c4382cb63ad210b47f8'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:55] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:55] [DEBUG   ] discord.client: Dispatching event command
[2025-07-31 18:20:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:55.058000+00:00', 'pinned': False, 'nonce': '4618273260099598723', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1400627258569523283'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-31T23:52:40.950179+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400649464133324898', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You have squeaked 5 times!', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'testMouteBot', 'public_flags': 0, 'primary_guild': None, 'id': '1400626838945927210', 'global_name': None, 'display_name_styles': None, 'discriminator': '9407', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:55] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:55] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:55] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages with {"content":"You have squeaked 5 times!","components":[],"nonce":"4618273260099598723","enforce_nonce":true,"tts":false} has returned 200
[2025-07-31 18:20:55] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages has received {'type': 0, 'content': 'You have squeaked 5 times!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-01T01:20:55.058000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1400649464133324898', 'channel_id': '501919961573228548', 'author': {'id': '1400626838945927210', 'username': 'testMouteBot', 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331', 'discriminator': '9407', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4618273260099598723'}
[2025-07-31 18:20:55] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-31 18:20:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:56.152000+00:00', 'pinned': False, 'nonce': '1400649468579151872', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['501927048554610698', '501929685505146891'], 'premium_since': None, 'pending': False, 'nick': 'IskiimOwO', 'mute': False, 'joined_at': '2018-10-17T00:50:44.131000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e0d00df4d02d2b0dc40ba83413cfd58b'}, 'id': '1400649468721893467', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'eskiinova', 'public_flags': 128, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '239807960832802816', 'global_name': 'Eskii', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '9070f7fefce87c4382cb63ad210b47f8'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:56] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:56.386000+00:00', 'pinned': False, 'nonce': '4099510217765121804', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1400627258569523283'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-31T23:52:40.950179+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400649469703225437', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'testMouteBot', 'public_flags': 0, 'primary_guild': None, 'id': '1400626838945927210', 'global_name': None, 'display_name_styles': None, 'discriminator': '9407', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:56] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages with {"content":"Squeak","components":[],"nonce":"4099510217765121804","enforce_nonce":true,"tts":false} has returned 200
[2025-07-31 18:20:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages has received {'type': 0, 'content': 'Squeak', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-01T01:20:56.386000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1400649469703225437', 'channel_id': '501919961573228548', 'author': {'id': '1400626838945927210', 'username': 'testMouteBot', 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331', 'discriminator': '9407', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4099510217765121804'}
[2025-07-31 18:20:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:57.131000+00:00', 'pinned': False, 'nonce': '1400649472735707136', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['501927048554610698', '501929685505146891'], 'premium_since': None, 'pending': False, 'nick': 'IskiimOwO', 'mute': False, 'joined_at': '2018-10-17T00:50:44.131000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e0d00df4d02d2b0dc40ba83413cfd58b'}, 'id': '1400649472827981878', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'eskiinova', 'public_flags': 128, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '239807960832802816', 'global_name': 'Eskii', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '9070f7fefce87c4382cb63ad210b47f8'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:57] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:57.429000+00:00', 'pinned': False, 'nonce': '8400953519930599847', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1400627258569523283'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-31T23:52:40.950179+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1400649474077888624', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'SQUEAK!', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'testMouteBot', 'public_flags': 0, 'primary_guild': None, 'id': '1400626838945927210', 'global_name': None, 'display_name_styles': None, 'discriminator': '9407', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:57] [DEBUG   ] discord.client: Dispatching event message
[2025-07-31 18:20:57] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages with {"content":"SQUEAK!","components":[],"nonce":"8400953519930599847","enforce_nonce":true,"tts":false} has returned 200
[2025-07-31 18:20:57] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/501919961573228548/messages has received {'type': 0, 'content': 'SQUEAK!', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-08-01T01:20:57.429000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1400649474077888624', 'channel_id': '501919961573228548', 'author': {'id': '1400626838945927210', 'username': 'testMouteBot', 'avatar': 'd5e14d38ab8981c60d5dc6ee37ad2331', 'discriminator': '9407', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '8400953519930599847'}
[2025-07-31 18:20:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-08-01T01:20:58.083000+00:00', 'pinned': False, 'nonce': '1400649476569300992', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['501927048554610698', '501929685505146891'], 'premium_since': None, 'pending': False, 'nick': 'IskiimOwO', 'mute': False, 'joined_at': '2018-10-17T00:50:44.131000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': 'e0d00df4d02d2b0dc40ba83413cfd58b'}, 'id': '1400649476821090325', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'squeak', 'components': [], 'channel_type': 0, 'channel_id': '501919961573228548', 'author': {'username': 'eskiinova', 'public_flags': 128, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '239807960832802816', 'global_name': 'Eskii', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': '9070f7fefce87c4382cb63ad210b47f8'}, 'attachments': [], 'guild_id': '501919961573228546'}}
[2025-07-31 18:20:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-31 18:20:58] [DEBUG   ] discord.client: Dispatching event message
